CVE ID,Description,Severity,Attack Complexity,Attack Vector,CWE ID,References,Attack Type,Mitigation Strategy
CVE-2018-12571,"uniquesig0/InternalSite/InitParams.aspx in Microsoft Forefront Unified Access Gateway 2010 allows remote attackers to trigger outbound DNS queries for arbitrary hosts via a comma-separated list of URLs in the orig_url parameter, possibly causing a traffic amplification and/or SSRF outcome.",N/A,N/A,N/A,CWE-918,"http://packetstormsecurity.com/files/148389/Microsoft-Forefront-Unified-Access-Gateway-2010-External-DNS-Interaction.html, http://seclists.org/fulldisclosure/2018/Jul/2, http://seclists.org/fulldisclosure/2018/Jul/7, http://www.securitytracker.com/id/1041212, http://packetstormsecurity.com/files/148389/Microsoft-Forefront-Unified-Access-Gateway-2010-External-DNS-Interaction.html, http://seclists.org/fulldisclosure/2018/Jul/2, http://seclists.org/fulldisclosure/2018/Jul/7, http://www.securitytracker.com/id/1041212",Internal SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2018-14514,"An SSRF vulnerability was discovered in idreamsoft iCMS V7.0.9 that allows attackers to read sensitive files, access an intranet, or possibly have unspecified other impact.",N/A,N/A,N/A,CWE-918,"https://github.com/idreamsoft/iCMS/issues/29, https://github.com/idreamsoft/iCMS/issues/29",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2017-7464,"It was found that the JAXP implementation used in JBoss EAP 7.0 for SAX and DOM parsing is vulnerable to certain XXE flaws. An attacker could use this flaw to cause DoS, SSRF, or information disclosure if they are able to provide XML content for parsing.",N/A,N/A,N/A,CWE-611,"http://www.securityfocus.com/bid/98450, https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2017-7464, http://www.securityfocus.com/bid/98450, https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2017-7464",Cloud-Based SSRF,Disable XML external entity (XXE) processing to prevent SSRF exploitation
CVE-2018-14858,An SSRF vulnerability was discovered in idreamsoft iCMS before V7.0.11 because the remote function in app/spider/spider_tools.class.php does not block private and reserved IP addresses such as 10.0.0.0/8. NOTE: this vulnerability exists because of an incomplete fix for CVE-2018-14514.,N/A,N/A,N/A,CWE-918,"https://github.com/idreamsoft/iCMS/issues/33, https://github.com/idreamsoft/iCMS/issues/33",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2018-14728,upload.php in Responsive FileManager 9.13.1 allows SSRF via the url parameter.,N/A,N/A,N/A,CWE-918,"http://packetstormsecurity.com/files/148742/Responsive-Filemanager-9.13.1-Server-Side-Request-Forgery.html, https://www.exploit-db.com/exploits/45103/, http://packetstormsecurity.com/files/148742/Responsive-Filemanager-9.13.1-Server-Side-Request-Forgery.html, https://www.exploit-db.com/exploits/45103/",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2018-15192,An SSRF vulnerability in webhooks in Gitea through 1.5.0-rc2 and Gogs through 0.11.53 allows remote attackers to access intranet services.,N/A,N/A,N/A,CWE-918,"https://github.com/go-gitea/gitea/issues/4624, https://github.com/gogs/gogs/issues/5366, https://github.com/go-gitea/gitea/issues/4624, https://github.com/gogs/gogs/issues/5366",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2018-3774,"Incorrect parsing in url-parse <1.4.3 returns wrong hostname which leads to multiple vulnerabilities such as SSRF, Open Redirect, Bypass Authentication Protocol.",N/A,N/A,N/A,CWE-425,"https://github.com/unshiftio/url-parse/commit/53b1794e54d0711ceb52505e0f74145270570d5a, https://github.com/unshiftio/url-parse/commit/d7b582ec1243e8024e60ac0b62d2569c939ef5de, https://hackerone.com/reports/384029, https://github.com/unshiftio/url-parse/commit/53b1794e54d0711ceb52505e0f74145270570d5a, https://github.com/unshiftio/url-parse/commit/d7b582ec1243e8024e60ac0b62d2569c939ef5de, https://hackerone.com/reports/384029",DNS Rebinding SSRF,Prevent unauthorized access to restricted URLs
CVE-2018-15495,"/filemanager/upload.php in Responsive FileManager before 9.13.3 allows Directory Traversal and SSRF because the url parameter is used directly in a curl_exec call, as demonstrated by a file:///etc/passwd value.",N/A,N/A,N/A,CWE-22,"http://seclists.org/fulldisclosure/2018/Aug/9, https://github.com/trippo/ResponsiveFilemanager/blob/master/changelog.txt, http://seclists.org/fulldisclosure/2018/Aug/9, https://github.com/trippo/ResponsiveFilemanager/blob/master/changelog.txt",Protocol Abuse SSRF,Prevent path traversal by validating and sanitizing input paths
CVE-2018-15895,"An SSRF vulnerability was discovered in idreamsoft iCMS 7.0.11 because the remote function in app/spider/spider_tools.class.php does not block DNS hostnames associated with private and reserved IP addresses, as demonstrated by 127.0.0.1 in an A record. NOTE: this vulnerability exists because of an incomplete fix for CVE-2018-14858.",N/A,N/A,N/A,CWE-918,"https://github.com/idreamsoft/iCMS/issues/40, https://github.com/idreamsoft/iCMS/issues/40",Internal SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2018-16409,"In Gogs 0.11.53, an attacker can use migrate to send arbitrary HTTP GET requests, leading to SSRF.",N/A,N/A,N/A,CWE-918,"https://github.com/gogs/gogs/issues/5372, https://github.com/gogs/gogs/issues/5372",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2018-16444,An issue was discovered in SeaCMS 6.61. adm1n/admin_reslib.php has SSRF via the url parameter.,N/A,N/A,N/A,CWE-918,"https://github.com/MichaelWayneLIU/seacms/blob/master/seacms3.md, https://github.com/MichaelWayneLIU/seacms/blob/master/seacms3.md",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2018-16794,Microsoft ADFS 4.0 Windows Server 2016 and previous (Active Directory Federation Services) has an SSRF vulnerability via the txtBoxEmail parameter in /adfs/ls.,N/A,N/A,N/A,CWE-918,"http://packetstormsecurity.com/files/149376/Microsoft-ADFS-4.0-Windows-Server-2016-Server-Side-Request-Forgery.html, http://seclists.org/fulldisclosure/2018/Sep/13, http://www.securityfocus.com/bid/105378, https://seclists.org/bugtraq/2018/Sep/26, http://packetstormsecurity.com/files/149376/Microsoft-ADFS-4.0-Windows-Server-2016-Server-Side-Request-Forgery.html, http://seclists.org/fulldisclosure/2018/Sep/13, http://www.securityfocus.com/bid/105378, https://seclists.org/bugtraq/2018/Sep/26",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2018-16793,Rollup 18 for Microsoft Exchange Server 2010 SP3 and previous versions has an SSRF vulnerability via the username parameter in /owa/auth/logon.aspx in the OWA (Outlook Web Access) login page.,N/A,N/A,N/A,CWE-918,"http://packetstormsecurity.com/files/149411/Rollup-18-For-Microsoft-Exchange-Server-2010-SP3-Server-Side-Request-Forgery.html, http://seclists.org/fulldisclosure/2018/Sep/20, http://www.securityfocus.com/bid/105386, https://seclists.org/bugtraq/2018/Sep/38, http://packetstormsecurity.com/files/149411/Rollup-18-For-Microsoft-Exchange-Server-2010-SP3-Server-Side-Request-Forgery.html, http://seclists.org/fulldisclosure/2018/Sep/20, http://www.securityfocus.com/bid/105386, https://seclists.org/bugtraq/2018/Sep/38",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2018-18737,An XXE issue was discovered in Douchat 4.0.4 because Data\notify.php calls simplexml_load_string. This can also be used for SSRF.,N/A,N/A,N/A,CWE-611,"https://github.com/AvaterXXX/douchat/blob/master/xxe.md#xxe, https://github.com/AvaterXXX/douchat/blob/master/xxe.md#xxe",External SSRF,Disable XML external entity (XXE) processing to prevent SSRF exploitation
CVE-2018-18753,"Typecho V1.1 allows remote attackers to send shell commands via base64-encoded serialized data, as demonstrated by SSRF.",N/A,N/A,N/A,CWE-918,"https://github.com/wuzhicms/wuzhicms/issues/157, https://github.com/wuzhicms/wuzhicms/issues/157",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2018-18867,An SSRF issue was discovered in tecrail Responsive FileManager 9.13.4 via the upload.php url parameter. NOTE: this issue exists because of an incomplete fix for CVE-2018-15495.,N/A,N/A,N/A,CWE-918,"https://github.com/trippo/ResponsiveFilemanager/issues/506, https://github.com/trippo/ResponsiveFilemanager/issues/506",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2018-19047,"mPDF through 7.1.6, if deployed as a web application that accepts arbitrary HTML, allows SSRF, as demonstrated by a '<img src=""http://192.168' substring that triggers a call to getImage in Image/ImageProcessor.php. NOTE: the software maintainer disputes this, stating ""If you allow users to pass HTML without sanitising it, you're asking for trouble.",N/A,N/A,N/A,CWE-918,"https://github.com/mpdf/mpdf/issues/867, https://github.com/mpdf/mpdf/issues/867",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2018-18646,"An issue was discovered in GitLab Community and Enterprise Edition before 11.2.7, 11.3.x before 11.3.8, and 11.4.x before 11.4.3. It allows SSRF.",N/A,N/A,N/A,CWE-918,"https://about.gitlab.com/2018/10/29/security-release-gitlab-11-dot-4-dot-3-released/, https://gitlab.com/gitlab-org/gitlab-ce/issues/51142, https://about.gitlab.com/2018/10/29/security-release-gitlab-11-dot-4-dot-3-released/, https://gitlab.com/gitlab-org/gitlab-ce/issues/51142",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2018-18843,"The Kubernetes integration in GitLab Enterprise Edition 11.x before 11.2.8, 11.3.x before 11.3.9, and 11.4.x before 11.4.4 has SSRF.",N/A,N/A,N/A,CWE-918,"https://about.gitlab.com/2018/11/01/critical-security-release-gitlab-11-dot-4-dot-4-released/, https://gitlab.com/gitlab-org/gitlab-ce/issues/53158, https://about.gitlab.com/2018/11/01/critical-security-release-gitlab-11-dot-4-dot-4-released/, https://gitlab.com/gitlab-org/gitlab-ce/issues/53158",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2018-20228,"Subsonic V6.1.5 allows internetRadioSettings.view streamUrl CSRF, with resultant SSRF.",N/A,N/A,N/A,CWE-352,"https://www.vulnerability-lab.com/get_content.php?id=2175, https://www.vulnerability-lab.com/get_content.php?id=2175",External SSRF,"Implement CSRF protection, enforce SameSite cookies, and use CSRF tokens"
CVE-2018-1000820,"neo4j-contrib neo4j-apoc-procedures version before commit 45bc09c contains a XML External Entity (XXE) vulnerability in XML Parser that can result in Disclosure of confidential data, denial of service, SSRF, port scanning. This vulnerability appears to have been fixed in after commit 45bc09c.",N/A,N/A,N/A,CWE-611,"https://0dd.zone/2018/10/27/neo4f-apoc-procedures-XXE/, https://github.com/neo4j-contrib/neo4j-apoc-procedures/issues/931, https://0dd.zone/2018/10/27/neo4f-apoc-procedures-XXE/, https://github.com/neo4j-contrib/neo4j-apoc-procedures/issues/931",External SSRF,Disable XML external entity (XXE) processing to prevent SSRF exploitation
CVE-2018-1000821,"MicroMathematics version before commit 5c05ac8 contains a XML External Entity (XXE) vulnerability in SMathStudio files that can result in Disclosure of confidential data, denial of service, SSRF, port scanning. This attack appear to be exploitable via Specially crafted SMathStudio files. This vulnerability appears to have been fixed in after commit 5c05ac8.",N/A,N/A,N/A,CWE-611,"https://0dd.zone/2018/10/27/micromathematics-XXE/, https://github.com/mkulesh/microMathematics/issues/79, https://0dd.zone/2018/10/27/micromathematics-XXE/, https://github.com/mkulesh/microMathematics/issues/79",External SSRF,Disable XML external entity (XXE) processing to prevent SSRF exploitation
CVE-2018-1000822,"codelibs fess version before commit faa265b contains a XML External Entity (XXE) vulnerability in GSA XML file parser that can result in Disclosure of confidential data, denial of service, SSRF, port scanning. This attack appear to be exploitable via specially crafted GSA XML files. This vulnerability appears to have been fixed in after commit faa265b.",N/A,N/A,N/A,CWE-611,"https://0dd.zone/2018/10/27/fess-XXE/, https://github.com/codelibs/fess/issues/1851, https://0dd.zone/2018/10/27/fess-XXE/, https://github.com/codelibs/fess/issues/1851",External SSRF,Disable XML external entity (XXE) processing to prevent SSRF exploitation
CVE-2018-1000823,"exist version <= 5.0.0-RC4 contains a XML External Entity (XXE) vulnerability in XML Parser for REST Server that can result in Disclosure of confidential data, denial of service, SSRF, port scanning.",CRITICAL,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,CWE-611,"https://0dd.zone/2018/10/27/exist-XXE/, https://github.com/eXist-db/exist/issues/2180, https://0dd.zone/2018/10/27/exist-XXE/, https://github.com/eXist-db/exist/issues/2180",External SSRF,Disable XML external entity (XXE) processing to prevent SSRF exploitation
CVE-2018-1000824,"MegaMek version < v0.45.1 contains a Other/Unknown vulnerability in Object Stream Connection that can result in Disclosure of confidential data, denial of service, SSRF, remote code execution.",N/A,N/A,N/A,CWE-502,"https://0dd.zone/2018/10/28/megamek-Object-Injection/, https://github.com/MegaMek/megamek/issues/1162, https://0dd.zone/2018/10/28/megamek-Object-Injection/, https://github.com/MegaMek/megamek/issues/1162",External SSRF,Sanitize and validate serialized data to prevent deserialization attacks
CVE-2018-1000825,"FreeCol version <= nightly-2018-08-22 contains a XML External Entity (XXE) vulnerability in FreeColXMLReader parser that can result in Disclosure of confidential data, denial of service, SSRF, port scanning. This attack appear to be exploitable via Freecol file.",N/A,N/A,N/A,CWE-611,"https://0dd.zone/2018/10/28/freecol-XXE/, https://github.com/FreeCol/freecol/issues/26, https://0dd.zone/2018/10/28/freecol-XXE/, https://github.com/FreeCol/freecol/issues/26",External SSRF,Disable XML external entity (XXE) processing to prevent SSRF exploitation
CVE-2018-1000827,"Ubilling version <= 0.9.2 contains a Other/Unknown vulnerability in user-controlled parameter that can result in Disclosure of confidential data, denial of service, SSRF, remote code execution.",N/A,N/A,N/A,CWE-502,"https://0dd.zone/2018/10/28/ubilling-Object-Injection/, https://github.com/nightflyza/Ubilling/issues/330, https://0dd.zone/2018/10/28/ubilling-Object-Injection/, https://github.com/nightflyza/Ubilling/issues/330",External SSRF,Sanitize and validate serialized data to prevent deserialization attacks
CVE-2018-1000828,"FrostWire version <= frostwire-desktop-6.7.4-build-272 contains a XML External Entity (XXE) vulnerability in Man in the middle on update that can result in Disclosure of confidential data, denial of service, SSRF, port scanning. This attack appear to be exploitable via Man in the middle the call to update the software.",CRITICAL,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H,CWE-611,"https://0dd.zone/2018/10/28/frostwire-XXE-MitM/, https://github.com/frostwire/frostwire/issues/829, https://0dd.zone/2018/10/28/frostwire-XXE-MitM/, https://github.com/frostwire/frostwire/issues/829",External SSRF,Disable XML external entity (XXE) processing to prevent SSRF exploitation
